name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Location,Color,Drivetrain
i20,2014,600000,77632,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2015,825000,61381,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2013,511000,36198,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i10,2011,270000,22517,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
grand i10,2015,525000,24678,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i10,2011,254999,57000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2012,495000,60000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i20,2012,310000,52132,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2013,615000,45000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2017,925000,15001,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
elantra,2015,1145000,12900,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
grand i10,2013,390000,53000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
grand i10,2015,550000,4492,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2017,910000,15141,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
eon,2016,310000,11849,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
creta,2015,1125000,68000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2013,480000,60241,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
eon,2012,200000,23709,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2012,535000,32322,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
xcent,2015,475000,35866,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
xcent,2014,440000,34000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i20,2016,625000,7000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2013,595000,49000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2012,520000,71000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i20,2012,375000,35000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
verna,2015,595000,36000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i10,2013,400000,30000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
i20,2016,525000,17000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
creta,2016,1290000,35934,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2013,500000,56701,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2015,540000,31427,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2014,720000,48000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2013,525000,54242,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2012,300000,53675,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,1025000,49562,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,850000,40324,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,840000,25000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2014,390000,36054,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,915000,29223,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2016,550000,5600,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2015,400000,40023,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2016,660000,16002,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2015,400000,40026,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2017,650000,21200,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2014,365000,35000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,835000,19434,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2017,480000,19000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,670000,18828,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2011,409999,69341,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2009,300000,69562,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,750000,27600,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2010,225000,61203,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2014,530000,16500,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,1090000,30753,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,865000,24800,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,969999,21780,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2016,600000,4000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2014,625000,40126,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2015,525000,14465,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2006,210000,50456,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2014,825000,63000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,899000,9010,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2013,350000,9800,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2016,740000,15059,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2016,565000,28569,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2015,575000,44000,Petrol,Dealer,Automatic,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,840000,34000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,1011000,10980,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2014,450000,19000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2015,540000,31427,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
jazz,2016,640000,12000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2010,325000,38000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
amaze,2014,375000,33019,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2015,855000,60076,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2016,950000,33988,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2015,400000,60000,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2009,335000,87934,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
city,2017,1150000,9000,Diesel,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
brio,2016,530000,5464,Petrol,Dealer,Manual,0,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,2007,60000,70000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2007,135000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2012,600000,100000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Datsun RediGO,2017,250000,46000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Amaze,2014,450000,141000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2007,140000,125000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Xcent,2016,550000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2014,240000,60000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2015,850000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Celerio,2017,365000,78000,CNG,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Sail,2015,260000,35000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2014,250000,100000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Corolla,2018,1650000,25000,Petrol,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2015,585000,24000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Venue,2019,1195000,5000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Enjoy,2013,390000,33000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Jaguar XF,2014,1964999,28000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mercedes-Benz New,2013,1425000,59000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Vitara,2018,975000,4500,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi Q5,2011,1190000,175900,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2018,930000,14500,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Tigor,2018,525000,15000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi A6,2013,1735000,50000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mercedes-Benz New,2012,1375000,33800,Diesel,Dealer,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Skoda Superb,2011,450000,130400,Diesel,Dealer,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Corolla,2016,900000,50000,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2015,1300000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Jeep Compass,2019,1400000,10000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mercedes-Benz E-Class,2010,850000,119000,Petrol,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2014,229999,60000,Petrol,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
BMW 3,2013,1550000,75800,Diesel,Dealer,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi Q7,2009,1250000,78000,Diesel,Dealer,Automatic,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elantra,2012,625000,40000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2014,1050000,50000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2014,560000,74000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2014,290000,64000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2012,275000,60000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2009,411000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2009,150000,79000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2019,500000,15000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2006,100000,80000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2017,725000,18500,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Eeco,2018,401000,10200,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2018,750000,29000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Omni,2018,310000,28000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2016,665000,46000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2014,465000,70000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2012,160000,60000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Jeep,1996,250000,35000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda City,2014,675000,90000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2013,300000,80000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2005,70000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2014,240000,73300,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Etios,2014,525000,92000,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2009,151000,66764,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Alto,2009,140000,100000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Tavera,2010,280000,350000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Corolla,2011,350000,230000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2017,570000,60000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2018,300000,31000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indigo,2007,100000,39000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2009,500000,120000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2014,125000,166000,Diesel,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2006,130000,110000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford EcoSport,2017,925000,35000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2018,750000,60000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Civic,2007,200000,54000,Petrol,Individual,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2010,248000,63000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Skoda Rapid,2014,450000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Getz,2005,80000,120000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Nissan Terrano,2014,650000,76000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Grand,2015,450000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elite,2019,650000,25000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Amaze,2016,495000,11958,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Brio,2015,371000,20000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2017,1025000,9000,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mercedes-Benz S-Class,2017,8150000,6500,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra XUV500,2015,750000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault Duster,2013,600000,120000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2007,80000,58000,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2013,325000,62200,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi A6,2014,1470000,34000,Diesel,Dealer,Automatic,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Fiat Avventura,2015,350000,53000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi A8,2013,2800000,49000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Datsun RediGO,2017,210000,15000,Petrol,Dealer,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volkswagen Jetta,2013,450000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Audi A4,2013,1150000,53000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Civic,2009,210000,63500,Petrol,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mercedes-Benz E-Class,2018,4500000,9800,Petrol,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
BMW X1,2017,2750000,13000,Diesel,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Volvo V40,2018,1975000,21000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti SX4,2008,175000,29173,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
BMW 7,2012,2500000,48000,Diesel,Dealer,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Bolero,2017,628000,120000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Sonata,2010,600000,100000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Nissan Micra,2017,399000,30000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2018,750000,87000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Elite,2019,750000,15000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,315000,16000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Xylo,2012,600000,60000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Wagon,2010,100000,60000,Petrol,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti SX4,2011,250000,110000,Petrol,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Renault KWID,2017,350000,25000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2016,780000,60000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2014,434000,79350,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Verna,2016,690000,80000,Petrol,Individual,Automatic,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Mahindra Scorpio,2014,555000,90000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti SX4,2007,120000,90000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2014,500000,120000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Beat,2013,165000,60000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Zen,2004,95000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Baleno,2018,550000,20000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Swift,2007,100000,110000,Diesel,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Nano,2012,100000,50000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Toyota Innova,2012,500000,100000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ertiga,2016,800000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Creta,2016,840000,70000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Honda Amaze,2016,490000,50000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2010,125000,81000,Diesel,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Tavera,2012,400000,120000,Diesel,Individual,Manual,3,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Cruze,2015,1000000,3600,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford Figo,2015,530000,14272,Petrol,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Ford EcoSport,2017,840000,49213,Diesel,Dealer,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i10,2015,229999,40000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,1998,40000,40000,Petrol,Individual,Manual,4,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Chevrolet Spark,2012,130000,80000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2015,200000,70000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Indica,2011,120000,70000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2003,75000,57000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Tata Bolt,2016,250000,120000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti 800,2005,100000,30000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai EON,2013,280000,3240,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2015,540000,5000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2018,700000,10000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Ciaz,2015,525000,100000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai i20,2016,430000,80000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2002,65000,70000,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Maruti Vitara,2018,800000,35000,Diesel,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Santro,2007,75000,114000,Petrol,Individual,Manual,2,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
Hyundai Getz,2008,210000,53772,Petrol,Individual,Manual,1,18.9,1248,74.0,190.0,5.0,Unknown,Others,Unknown
